rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id
40,27,00:32:31,58543.0,21,19,Kodai NARAOKA,2,網前球,0,1,2.0,2,461.0,495.0,2.0,1,88.76302908288581,469.21401613619975,,,,,6.0,-0.8610768686423309,0.7204172443100264,8.0,-0.2701945202278934,-0.7162000960534787,0,1,80,6613
40,28,00:32:32,58574.0,21,19,LI Shi Feng,2,網前球,0,0,2.0,1,465.0,471.0,2.0,2,84.23965083531888,490.91256624727464,,,,,1.0,-0.8780012343914065,-0.3442663314339791,8.0,-0.35111939193235847,0.8361563871699182,0,1,80,6613
40,29,00:32:33,58609.0,21,19,Kodai NARAOKA,3,網前球,0,1,2.0,2,454.0,481.0,2.0,7,172.65938629592742,481.73046711578706,掛網,對手掛網,A,,2.0,-0.920033742875623,0.22343041767340743,7.0,-0.8473275190195233,-0.519261486869584,0,1,80,6613
1,1,00:34:49,62670.0,0,1,LI Shi Feng,1,發短球,0,1,2.0,7,,,2.0,7,156.75910024074528,400.4246857638945,,,,,8.0,0.11410146503219903,0.8928285948140976,8.0,-0.5463539045474729,-0.9031277763141151,0,2,80,6614
1,2,00:34:49,62691.0,0,1,Kodai NARAOKA,2,挑球,0,1,2.0,7,600.0,441.0,1.0,4,91.54162207007779,779.7508985515946,,,,,7.0,-0.6113872130686742,-0.5075516620464056,8.0,-0.09460710737909109,0.9306712040893022,0,2,80,6614
1,3,00:34:50,62722.0,0,1,LI Shi Feng,2,殺球,1,0,1.0,4,438.0,641.0,2.0,8,234.1238437080258,287.07330413460204,,,,,9.0,-0.5138315773957397,1.5167007448398533,8.0,-0.4693695891920122,-0.8490455504459217,0,2,80,6614
1,4,00:34:51,62739.0,0,1,Kodai NARAOKA,3,接殺防守,0,1,2.0,8,740.0,396.0,2.0,1,278.9697781029779,529.7238062468414,對手落地致勝,落地致勝,B,,8.0,-0.47172352195941836,-0.9035084465374398,9.0,-0.6535728784109356,1.6687066968870254,0,2,80,6614
2,1,00:35:05,63178.0,1,1,Kodai NARAOKA,1,發短球,0,1,2.0,7,,,2.0,7,149.65875621602765,538.5629067572289,,,,,8.0,0.13661173890751405,-0.6785640118024379,8.0,-0.5702105171779,1.132349351497475,0,2,80,6615
2,2,00:35:06,63200.0,1,1,LI Shi Feng,2,挑球,0,0,2.0,7,583.0,504.0,1.0,3,91.61442452861907,186.27043833136491,,,,,7.0,-0.5801890770091283,0.6207724655238133,8.0,-0.1896687569590983,-0.690208590654489,0,2,80,6615
2,3,00:35:07,63232.0,1,1,Kodai NARAOKA,2,長球,0,0,1.0,3,492.0,359.0,1.0,4,68.83877850783087,781.2234113672095,,,,,8.0,-0.8568887713348443,-1.3283434025831025,8.0,-0.16703953290457618,0.9680643759484594,0,2,80,6615
2,4,00:35:08,63261.0,1,1,LI Shi Feng,2,長球,1,0,1.0,4,384.0,642.0,1.0,9,229.12661652528212,175.39956608736495,,,,,8.0,-0.7219488783772368,1.4091687190251025,8.0,-0.596831810799936,-1.083805529154305,0,2,80,6615
2,5,00:35:09,63292.0,1,1,Kodai NARAOKA,2,長球,1,0,1.0,9,726.0,356.0,1.0,4,87.31607039529919,779.7421625539595,,,,,8.0,0.15198445551727577,-1.2608299617216583,8.0,-0.19927671036143713,1.281720774387481,0,2,80,6615
2,6,00:35:10,63327.0,1,1,LI Shi Feng,2,長球,1,0,1.0,4,428.0,641.0,1.0,3,59.31066137507602,172.12010196903006,,,,,8.0,-0.4865915392859701,1.3502139112146008,8.0,-0.2654991632147674,-1.0856372376192125,0,2,80,6615
2,7,00:35:12,63373.0,1,1,Kodai NARAOKA,2,長球,0,0,1.0,3,438.0,354.0,1.0,4,62.81495363096444,773.5848242909154,,,,,3.0,-1.2627974708111247,-1.4303377898658056,8.0,-0.34492405248086094,1.2817118048314544,0,2,80,6615
2,8,00:35:13,63409.0,1,1,LI Shi Feng,2,殺球,1,0,1.0,4,371.0,637.0,2.0,5,82.80290593679767,264.88394206218464,,,,,6.0,-1.0419845129598455,1.4340682743451214,8.0,-0.524493814944378,-1.0138777362532103,0,2,80,6615
2,9,00:35:14,63423.0,1,1,Kodai NARAOKA,3,接殺防守,0,0,2.0,5,471.0,387.0,2.0,1,75.52625991177537,428.9994497090411,掛網,對手掛網,A,,8.0,-0.5727642398170051,-0.8893250736928374,4.0,-1.0526610655975912,1.5163683950991196,0,2,80,6615
4,1,00:36:23,65497.0,2,2,LI Shi Feng,1,發短球,0,1,2.0,7,,,2.0,7,148.3783987294107,405.2079041112522,,,,,8.0,0.08636701735025554,0.8452957974622665,8.0,-0.5778537873022344,-0.9857198919181037,0,2,80,6617
4,2,00:36:23,65518.0,2,2,Kodai NARAOKA,2,挑球,0,0,2.0,7,584.0,443.0,1.0,9,246.6302052270625,758.3708430705669,,,,,7.0,-0.2454586933432731,-0.5090763804015733,8.0,-0.032697172174316856,0.9493381942173768,0,2,80,6617
4,3,00:36:25,65551.0,2,2,LI Shi Feng,3,殺球,0,0,1.0,9,801.0,627.0,2.0,7,148.5342954825549,492.65267904151216,掛網,對手掛網,B,,8.0,0.4395310856847293,1.4596460194908047,8.0,-0.1647686217936802,-0.8100401329784738,0,2,80,6617
6,1,00:37:12,66962.0,4,2,LI Shi Feng,1,發短球,0,1,2.0,7,,,2.0,7,209.27706917063594,418.6914707765316,,,,,8.0,-0.07295157253870616,0.8070489460510721,8.0,0.5889021347953838,-1.0198479261298177,0,2,80,6619
6,2,00:37:12,66980.0,4,2,Kodai NARAOKA,2,網前球,0,0,2.0,7,700.0,449.0,2.0,7,222.82405001221417,500.73230062916815,,,,,7.0,0.4014588487206863,-0.473769609955539,8.0,0.10193813903680948,0.9585712332142151,0,2,80,6619
6,3,00:37:13,67003.0,4,2,LI Shi Feng,2,挑球,0,0,2.0,7,730.0,486.0,1.0,8,118.45839444564712,206.06137780619883,,,,,7.0,0.36032191188661705,0.3925119262860785,8.0,0.18176191782239615,-0.6005922292784591,0,2,80,6619
6,4,00:37:14,67041.0,4,2,Kodai NARAOKA,2,殺球,0,0,1.0,8,537.0,366.0,2.0,6,53.22388542191604,670.643618161286,,,,,8.0,-0.4773108674723888,-1.3603668703772336,8.0,0.00639802450209905,1.0417084654128033,0,2,80,6619
6,5,00:37:15,67058.0,4,2,LI Shi Feng,3,接殺防守,0,1,2.0,6,366.0,574.0,2.0,10,43.516146596239295,661.9013249492876,未過網,對手未過網,A,,8.0,-0.06030204955554344,1.0325913813083816,8.0,-0.8167622081782033,-1.3582690271141538,0,2,80,6619
7,1,00:38:18,68957.0,4,3,LI Shi Feng,1,發短球,0,1,2.0,7,,,2.0,7,146.30706954476494,407.57172512498926,,,,,8.0,0.10909931362482717,0.8452737901887453,8.0,-0.5627546257126138,-0.9580716254891,0,2,80,6620
7,2,00:38:19,68978.0,4,3,Kodai NARAOKA,2,挑球,0,0,2.0,7,580.0,444.0,1.0,9,249.6909462075637,775.4776701418447,,,,,7.0,-0.2963640813453012,-0.45834038989306986,8.0,-0.015883158458956152,0.8834716186054633,0,2,80,6620
7,3,00:38:20,69006.0,4,3,LI Shi Feng,2,平球,0,0,1.0,9,810.0,638.0,1.0,6,269.9367996611135,265.20214635585717,,,,,9.0,0.5592754198329084,1.5661489622492482,8.0,-0.07803600555173253,-0.9467809682972893,0,2,80,6620
7,4,00:38:20,69020.0,4,3,Kodai NARAOKA,2,接殺防守,0,1,1.0,6,802.0,388.0,2.0,7,198.23204711459792,500.87883993433223,,,,,8.0,0.051509440873170005,-0.9199008136565764,8.0,0.5270319227308146,1.4180083789496738,0,2,80,6620
7,5,00:38:21,69040.0,4,3,LI Shi Feng,2,網前球,0,1,2.0,7,681.0,486.0,2.0,2,276.91901293326026,420.44925005888086,,,,,7.0,0.5228916333119186,0.5786801462142014,8.0,0.146889712775577,-0.9203904121170735,0,2,80,6620
7,6,00:38:22,69062.0,4,3,Kodai NARAOKA,2,挑球,0,1,2.0,2,829.0,450.0,1.0,6,95.33981383399474,727.8476499353054,,,,,7.0,0.9257027003288736,-0.41311508344688236,8.0,0.34689257919893357,0.728719762480076,0,2,80,6620
7,7,00:38:23,69093.0,4,3,LI Shi Feng,2,殺球,1,0,1.0,6,453.0,608.0,2.0,5,72.90569763529682,281.0813136449257,,,,,8.0,-0.3903795515164742,1.2295729383214216,8.0,-0.219433684943023,-0.8502882443448593,0,2,80,6620
7,8,00:38:23,69104.0,4,3,Kodai NARAOKA,2,接殺防守,0,0,2.0,5,452.0,393.0,2.0,2,83.31380011535298,522.488582390365,,,,,8.0,-0.6429232981522766,-0.9300726300936507,8.0,-0.6302648919415157,1.5002830223288524,0,2,80,6620
7,9,00:38:24,69133.0,4,3,LI Shi Feng,2,網前球,0,1,2.0,2,449.0,496.0,2.0,7,116.82217200040121,440.05060786339544,,,,,2.0,-0.9121701935197616,0.5505087806324512,8.0,-0.7126978666205668,-0.9572873076299349,0,2,80,6620
7,10,00:38:25,69157.0,4,3,Kodai NARAOKA,2,挑球,0,0,2.0,7,522.0,458.0,1.0,9,115.39601072677743,784.3557538755214,,,,,7.0,-0.5734481950771527,-0.296514651092789,7.0,-0.6796507592725776,0.6108743813980239,0,2,80,6620
7,11,00:38:26,69209.0,4,3,LI Shi Feng,2,切球,1,0,1.0,9,494.0,644.0,2.0,8,117.46253530091981,334.9315444955255,,,,,9.0,-0.6863670801118729,1.6450384140165237,8.0,-0.40708430215206187,-0.8088585057957939,0,2,80,6620
7,12,00:38:27,69227.0,4,3,Kodai NARAOKA,2,接殺防守,0,0,2.0,8,529.0,414.0,2.0,7,251.02785230161064,511.1378640282379,,,,,8.0,-0.7005428332894962,-0.8750487118570899,8.0,-0.4350498109415899,1.4176402044177674,0,2,80,6620
7,13,00:38:28,69257.0,4,3,LI Shi Feng,2,網前球,0,0,2.0,7,787.0,491.0,2.0,2,277.7865948572333,452.3515089340729,,,,,7.0,0.5724356135179919,0.6290981222066024,8.0,-0.17844995150097884,-0.8234450603741671,0,2,80,6620
7,14,00:38:29,69284.0,4,3,Kodai NARAOKA,2,挑球,0,1,2.0,2,834.0,464.0,1.0,9,147.83959133079784,779.8672902003502,,,,,7.0,0.8128075790498416,-0.22889099368781304,8.0,0.4486602109458248,0.7677142429239657,0,2,80,6620
7,15,00:38:31,69339.0,4,3,LI Shi Feng,3,殺球,1,0,1.0,9,571.0,641.0,2.0,7,220.52892738620082,492.2060058085096,掛網,對手掛網,B,,9.0,-0.15691467950403132,1.541345382303028,8.0,-0.4895962197905918,-1.0001079621349032,0,2,80,6620
8,1,00:39:00,70201.0,5,3,Kodai NARAOKA,1,發短球,0,1,2.0,7,,,2.0,7,127.95959050586399,532.5466253046342,,,,,8.0,0.10875292620470273,-0.5744781200419533,8.0,-0.6224859894994332,1.1679750739582797,0,2,80,6621
8,2,00:39:00,70220.0,5,3,LI Shi Feng,2,挑球,0,0,2.0,7,539.0,501.0,1.0,3,93.62562606307945,177.47347175639376,,,,,7.0,-0.5808158489370291,0.6107237643216455,8.0,-0.15637865490210548,-0.6903615181312889,0,2,80,6621
8,3,00:39:01,70259.0,5,3,Kodai NARAOKA,2,切球,0,0,1.0,3,496.0,356.0,2.0,7,205.32071086182663,525.9774023360171,,,,,3.0,-0.8685177982663829,-1.387786047637718,8.0,-0.07056182713669457,1.1589742805867609,0,2,80,6621
8,4,00:39:02,70283.0,5,3,LI Shi Feng,2,接殺防守,0,0,2.0,7,696.0,498.0,2.0,7,163.0675425521644,395.6347580623371,,,,,8.0,0.058566534431036404,0.768162912887508,8.0,-0.43426491125679184,-0.9864803793881892,0,2,80,6621
8,5,00:39:03,70306.0,5,3,Kodai NARAOKA,2,挑球,0,1,2.0,7,612.0,439.0,1.0,9,114.75944767367548,767.5188052763623,,,,,7.0,-0.3566110190951579,-0.5086132407932679,8.0,0.15314456751369462,0.9210898519696299,0,2,80,6621
8,6,00:39:04,70339.0,5,3,LI Shi Feng,2,殺球,1,0,1.0,9,494.0,633.0,2.0,8,239.61620290122548,307.9877885476631,,,,,8.0,-0.3211643685113829,1.484038500585001,8.0,-0.4299294581777735,-0.8764115830545552,0,2,80,6621
8,7,00:39:05,70355.0,5,3,Kodai NARAOKA,2,接殺防守,0,1,2.0,8,751.0,404.0,2.0,2,86.2771918498663,532.7574685879305,,,,,8.0,-0.10473608572350722,-0.8780493316719008,8.0,-0.4514024760423197,1.508570989575997,0,2,80,6621
8,8,00:39:06,70386.0,5,3,LI Shi Feng,2,挑球,0,1,2.0,2,454.0,501.0,1.0,9,250.04704834407585,169.1684179967444,,,,,8.0,-0.7774958204191237,0.690766916638267,8.0,-0.1599177807018124,-0.9463553359637397,0,2,80,6621
8,9,00:39:07,70424.0,5,3,Kodai NARAOKA,2,長球,1,0,1.0,9,761.0,354.0,1.0,9,136.24787933142065,773.7236945519153,,,,,8.0,0.08924366388548356,-1.3193119386499905,8.0,0.20374024813268238,1.1500010006500154,0,2,80,6621
8,10,00:39:08,70466.0,5,3,LI Shi Feng,2,切球,1,0,1.0,9,544.0,637.0,2.0,5,75.80017963139464,317.5914670332622,,,,,9.0,-0.3282225446666386,1.5735574214040533,8.0,-0.2573071777976337,-1.0293114178112575,0,2,80,6621
8,11,00:39:09,70484.0,5,3,Kodai NARAOKA,2,挑球,0,0,2.0,5,454.0,407.0,1.0,8,238.78114655037564,727.9294278580088,,,,,5.0,-0.8719808926552295,-0.739855805075574,8.0,-0.20475380351382352,1.5087183630879035,0,2,80,6621
8,12,00:39:10,70510.0,5,3,LI Shi Feng,2,殺球,0,0,1.0,8,780.0,608.0,1.0,8,234.67390883847946,268.35182777115216,,,,,8.0,0.2884803397123734,1.238279211206273,8.0,-0.34954428796488635,-0.9041316511181687,0,2,80,6621
8,13,00:39:10,70523.0,5,3,Kodai NARAOKA,2,接殺防守,0,1,1.0,8,740.0,389.0,2.0,2,102.68638665556357,550.9036796608939,,,,,8.0,-0.1324720219002034,-0.9327094094238436,8.0,0.8726807134077665,1.4764229623769154,0,2,80,6621
8,14,00:39:11,70553.0,5,3,LI Shi Feng,2,挑球,0,1,2.0,2,486.0,510.0,1.0,4,261.3238741124278,198.23934056757287,,,,,8.0,-0.6652409348926924,0.8076760259141498,8.0,-0.15147613804306662,-0.8235774532214689,0,2,80,6621
8,15,00:39:13,70591.0,5,3,Kodai NARAOKA,2,長球,1,0,1.0,4,782.0,364.0,1.0,4,104.81559990588622,764.4021963103954,,,,,8.0,0.3776622781708572,-1.2768343094539076,8.0,0.17473058599069083,1.2207743972530505,0,2,80,6621
8,16,00:39:14,70628.0,5,3,LI Shi Feng,2,長球,1,0,1.0,4,471.0,631.0,1.0,3,81.05369343114103,171.78362417237764,,,,,8.0,-0.5005434892778848,1.475708975120078,8.0,-0.12684068863947642,-1.0440571952712674,0,2,80,6621
8,17,00:39:15,70665.0,5,3,Kodai NARAOKA,2,切球,0,0,1.0,3,475.0,354.0,2.0,2,72.59586541644386,559.0168947527949,,,,,3.0,-1.1207684309314476,-1.4312406965422841,8.0,-0.08668660281154378,1.194412120027317,0,2,80,6621
8,18,00:39:16,70692.0,5,3,LI Shi Feng,2,挑球,0,1,2.0,2,423.0,514.0,1.0,9,222.87954504696387,190.12110254819453,,,,,6.0,-1.023226907591805,0.8080550396344895,8.0,-0.7354122683743395,-1.1974450314771603,0,2,80,6621
8,19,00:39:17,70726.0,5,3,Kodai NARAOKA,2,殺球,1,0,1.0,9,716.0,361.0,2.0,6,88.01870669735553,644.033179492596,,,,,8.0,0.34802329697440476,-1.232783224053506,8.0,-0.05916837050172631,1.2382934400220325,0,2,80,6621
8,20,00:39:18,70744.0,5,3,LI Shi Feng,2,接殺防守,0,1,2.0,6,446.0,559.0,2.0,1,77.48162612849147,426.6930819403758,,,,,8.0,0.1493440870732668,1.123174353991967,8.0,0.3353705516648185,-1.2765817981868466,0,2,80,6621
8,21,00:39:19,70776.0,5,3,Kodai NARAOKA,2,挑球,0,0,2.0,1,447.0,452.0,1.0,4,93.57603386981445,778.2315821417968,,,,,1.0,-0.9607707294683947,-0.4057026227749807,8.0,-0.7675623277860307,0.8746600563410833,0,2,80,6621
8,22,00:39:20,70816.0,5,3,LI Shi Feng,2,長球,1,0,1.0,4,443.0,640.0,1.0,3,69.56338883270882,189.5067315472966,,,,,9.0,-0.8051007167092346,1.589249399963877,8.0,-0.4593026083346547,-0.9310211383294646,0,2,80,6621
8,23,00:39:21,70850.0,5,3,Kodai NARAOKA,2,長球,0,0,1.0,3,454.0,360.0,1.0,4,90.82404974121835,758.1458257354369,,,,,5.0,-1.0161974475243365,-1.2978622924277856,8.0,-0.28643954115320014,1.2557213114584471,0,2,80,6621
8,24,00:39:22,70882.0,5,3,LI Shi Feng,2,長球,1,0,1.0,4,439.0,627.0,1.0,9,245.49939098600365,181.02701768679702,,,,,8.0,-0.6975090948486988,1.3839895639764226,8.0,-0.730971863980547,-1.0267559004523024,0,2,80,6621
8,25,00:39:23,70917.0,5,3,Kodai NARAOKA,2,長球,1,0,1.0,9,754.0,358.0,1.0,9,113.95425731060213,779.7972349222108,,,,,9.0,0.23907214129879878,-1.3797315582676266,8.0,-0.2046728431290298,1.2817204420716652,0,2,80,6621
8,26,00:39:25,70953.0,5,3,LI Shi Feng,2,長球,1,0,1.0,9,491.0,641.0,1.0,9,123.89555966419525,165.19881318091703,,,,,8.0,-0.4746810184898333,1.4674726594896346,8.0,-0.07942361531683019,-1.1723760428359447,0,2,80,6621
8,27,00:39:26,70994.0,5,3,Kodai NARAOKA,3,長球,0,0,1.0,9,548.0,352.0,2.0,10,318.8371894237518,731.2408613143538,出界,對手出界,A,,9.0,-0.6174290410494723,-1.464701198946481,8.0,-0.16753213225631802,1.2470185618533687,0,2,80,6621
9,1,00:40:07,72227.0,5,4,LI Shi Feng,1,發短球,0,1,2.0,7,,,2.0,7,206.35197062274116,373.62518583915175,,,,,8.0,-0.10146496527904438,0.8070791342927528,8.0,0.5782024299836525,-1.0761254286805289,0,2,80,6622
9,2,00:40:08,72248.0,5,4,Kodai NARAOKA,2,挑球,0,1,2.0,7,693.0,430.0,1.0,9,109.17318887284483,776.7359363533963,,,,,7.0,0.09489921121365345,-0.51049455339556,8.0,0.08038451837618561,0.8738963597699279,0,2,80,6622
9,3,00:40:09,72285.0,5,4,LI Shi Feng,2,切球,1,0,1.0,9,480.0,639.0,2.0,6,262.6198593810429,315.48609524330055,,,,,9.0,-0.4287645703942658,1.5411620313042789,8.0,-0.4846864512888661,-0.8897714910117797,0,2,80,6622
9,4,00:40:10,72306.0,5,4,Kodai NARAOKA,2,接殺防守,0,1,2.0,6,793.0,407.0,2.0,1,280.17292153758757,500.3905690581259,,,,,8.0,0.5084555985686211,-0.7864392408343847,9.0,-0.40591467597252934,1.5815396055574318,0,2,80,6622
9,5,00:40:11,72335.0,5,4,LI Shi Feng,2,網前球,0,0,2.0,1,844.0,486.0,2.0,2,273.5325555987907,454.62112275319896,,,,,7.0,0.8838451173903428,0.6084917295893272,8.0,0.352119263072528,-0.745631832966469,0,2,80,6622
9,6,00:40:12,72362.0,5,4,Kodai NARAOKA,2,挑球,0,1,2.0,2,826.0,465.0,1.0,9,118.77190611487622,784.3631766064705,,,,,7.0,0.8266031992302414,-0.2409844120106482,8.0,0.5342124997559845,0.7773449775784252,0,2,80,6622
9,7,00:40:13,72416.0,5,4,LI Shi Feng,2,殺球,1,0,1.0,9,502.0,644.0,2.0,5,82.22763584939663,302.01457466427826,,,,,9.0,-0.464884548717377,1.5492409857072762,8.0,-0.5050153486775447,-0.8896684551383677,0,2,80,6622
9,8,00:40:14,72432.0,5,4,Kodai NARAOKA,2,接殺防守,0,0,2.0,5,467.0,401.0,2.0,1,254.01373440881943,533.9618097253506,,,,,8.0,-0.8016009615920433,-0.7801338959515306,8.0,-0.4264131891163736,1.4839817309191243,0,2,80,6622
9,9,00:40:15,72459.0,5,4,LI Shi Feng,2,網前球,0,0,2.0,1,795.0,502.0,2.0,2,295.6204408770165,472.18943970736274,,,,,7.0,0.6380565200050904,0.6088662931905878,8.0,-0.20716364638207374,-0.9185730134441634,0,2,80,6622
9,10,00:40:16,72487.0,5,4,Kodai NARAOKA,2,挑球,0,1,2.0,2,871.0,473.0,1.0,3,283.5229128750917,763.130014282093,,,,,2.0,1.0149129434395603,-0.20558363035723382,8.0,0.5460172588215916,0.6790771490335802,0,2,80,6622
9,11,00:40:18,72549.0,5,4,LI Shi Feng,2,殺球,0,0,1.0,3,887.0,630.0,2.0,8,215.80162250624733,305.6641540057866,,,,,3.0,1.3050242174627034,1.5585896722946533,8.0,-0.24088129849969334,-0.9046859128415093,0,2,80,6622
9,12,00:40:18,72560.0,5,4,Kodai NARAOKA,2,接殺防守,0,1,2.0,8,708.0,403.0,2.0,7,142.48004847195458,520.0972919971941,,,,,8.0,-0.2573071777976337,-1.0293114178112575,3.0,1.3102819669948749,1.5909179028529934,0,2,80,6622
9,13,00:40:19,72588.0,5,4,LI Shi Feng,2,網前球,0,1,2.0,7,569.0,495.0,2.0,2,268.05385034051096,429.7464378634676,,,,,8.0,-0.2931988100439611,0.6901201841877421,8.0,-0.2677233133135007,-0.8908711564777612,0,2,80,6622
9,14,00:40:20,72612.0,5,4,Kodai NARAOKA,2,挑球,0,1,2.0,2,813.0,454.0,1.0,9,120.72603208859681,779.8112350369886,,,,,7.0,0.8779329969228838,-0.3880289601299423,8.0,0.012584613855553732,0.816591715418942,0,2,80,6622
9,15,00:40:21,72657.0,5,4,LI Shi Feng,2,長球,1,0,1.0,9,507.0,641.0,1.0,9,245.1118544063349,192.69348145410098,,,,,9.0,-0.3877241678943224,1.6373980356093416,8.0,-0.33389371441470134,-0.8361833109322413,0,2,80,6622
9,16,00:40:23,72696.0,5,4,Kodai NARAOKA,2,殺球,1,0,1.0,9,754.0,362.0,2.0,5,264.2706258298445,638.2629359710014,,,,,9.0,0.5759381652064242,-1.4269155275807357,8.0,0.22349566852269354,1.2295351493867532,0,2,80,6622
9,17,00:40:23,72709.0,5,4,LI Shi Feng,2,接殺防守,0,0,2.0,5,827.0,556.0,2.0,8,113.71427370737655,354.941734988972,,,,,8.0,0.6834285368581454,1.1319841442847018,8.0,0.6861927101444366,-1.2493647740654599,0,2,80,6622
9,18,00:40:24,72740.0,5,4,Kodai NARAOKA,3,挑球,0,0,2.0,8,521.0,422.0,2.0,9,123.58379046027606,802.3357205553851,落點判斷失誤,對手落點判斷失誤,B,,8.0,-0.3653360583718683,-0.5724312304731933,8.0,0.017698527070227395,0.986497162585288,0,2,80,6622
10,1,00:41:32,74776.0,6,4,Kodai NARAOKA,1,發短球,0,1,2.0,7,,,2.0,7,222.81669148720673,519.6622843073628,,,,,8.0,-0.04986246914586237,-0.7040217204505174,8.0,0.4385680494145973,1.1766339521553348,0,2,80,6623
10,2,00:41:33,74798.0,6,4,LI Shi Feng,2,挑球,0,0,2.0,7,731.0,495.0,1.0,4,279.02197749508105,171.68199693235502,,,,,8.0,0.25035722852068953,0.6794788885749318,8.0,-0.09007703901694974,-0.7302752043549798,0,2,80,6623
10,3,00:41:34,74830.0,6,4,Kodai NARAOKA,2,殺球,1,0,1.0,4,810.0,355.0,2.0,8,166.28717872776403,638.4593021123367,,,,,8.0,0.3847117193007354,-1.2768763995613315,8.0,0.41843828625369517,1.1410137335567778,0,2,80,6623
10,4,00:41:34,74847.0,6,4,LI Shi Feng,2,接殺防守,0,1,2.0,8,616.0,556.0,2.0,8,224.59677711242193,331.24647184414437,,,,,8.0,0.5065853988944204,1.2295177229473448,8.0,0.6571392381652922,-1.234596885750187,0,2,80,6623
10,5,00:41:35,74869.0,6,4,Kodai NARAOKA,2,挑球,0,1,2.0,8,725.0,413.0,1.0,4,94.68981803429274,775.177692822642,,,,,7.0,0.33127916360521475,-0.5242077728436803,8.0,0.13451130257851188,1.0233145473849679,0,2,80,6623
10,6,00:41:36,74902.0,6,4,LI Shi Feng,2,長球,1,0,1.0,4,446.0,638.0,1.0,9,246.08978560316882,181.01808108912542,,,,,8.0,-0.3177299713794778,1.434373979726498,8.0,-0.4902339046778029,-0.862507400232117,0,2,80,6623
10,7,00:41:37,74937.0,6,4,Kodai NARAOKA,2,切球,1,0,1.0,9,755.0,358.0,2.0,2,102.43704907511612,580.4788345144598,,,,,8.0,0.531351625385007,-1.2484509570150786,8.0,0.04380676715120354,1.2644106272905795,0,2,80,6623
10,8,00:41:38,74957.0,6,4,LI Shi Feng,2,接殺防守,0,1,2.0,2,483.0,525.0,2.0,1,94.93565847900568,446.9805495942031,,,,,8.0,-0.5170191987118642,0.9122221997902459,8.0,0.6960658933013048,-1.2934503109307884,0,2,80,6623
10,9,00:41:39,74990.0,6,4,Kodai NARAOKA,2,挑球,0,0,2.0,1,479.0,461.0,1.0,9,106.40537930916607,781.3027250494198,,,,,7.0,-0.8499980669062264,-0.3937241043907906,8.0,-0.5793045377772467,0.817204916930193,0,2,80,6623
10,10,00:41:41,75035.0,6,4,LI Shi Feng,2,殺球,1,0,1.0,9,473.0,642.0,2.0,5,100.73330133044827,278.0751544528844,,,,,9.0,-0.7020670750069797,1.5813116294756202,8.0,-0.518566862170364,-0.8895997700541688,0,2,80,6623
10,11,00:41:41,75047.0,6,4,Kodai NARAOKA,2,接殺防守,0,0,2.0,5,502.0,392.0,2.0,7,117.03217507717935,528.4984376389082,,,,,8.0,-0.5327023471416797,-1.041854036593181,9.0,-0.6231943984803044,1.5247819988233118,0,2,80,6623
10,12,00:41:42,75074.0,6,4,LI Shi Feng,2,挑球,0,1,2.0,7,517.0,499.0,1.0,3,75.84325064109541,186.50783532584884,,,,,8.0,-0.37359655996322916,0.700106712865308,8.0,-0.3140387296854755,-0.8498178632995135,0,2,80,6623
10,13,00:41:43,75100.0,6,4,Kodai NARAOKA,2,切球,0,0,1.0,3,465.0,359.0,2.0,2,65.35963449953356,551.0728684849837,,,,,8.0,-0.5153646428564382,-1.1126464688963642,8.0,-0.18346854670427257,0.98662491884772,0,2,80,6623
10,14,00:41:44,75127.0,6,4,LI Shi Feng,2,挑球,0,1,2.0,2,409.0,510.0,1.0,5,85.91488837074068,217.89185847558585,,,,,6.0,-0.9998017170495717,0.865382352898837,8.0,-0.6412999766533259,-0.9026434810282137,0,2,80,6623
10,15,00:41:44,75145.0,6,4,Kodai NARAOKA,2,切球,0,0,1.0,5,480.0,370.0,2.0,2,104.26580667733013,516.1455984671943,,,,,8.0,-0.6051930063783004,-0.9855750956489097,8.0,-0.7375948490397671,0.826964429519404,0,2,80,6623
10,16,00:41:45,75166.0,6,4,LI Shi Feng,2,接殺防守,0,1,2.0,2,492.0,493.0,2.0,2,269.34080595484585,445.6670665178637,,,,,8.0,-0.647981853949429,0.7299557724867594,8.0,-0.7489512530611945,-0.7937722624053288,0,2,80,6623
10,17,00:41:46,75189.0,6,4,Kodai NARAOKA,2,挑球,0,1,2.0,2,817.0,461.0,1.0,9,129.01813497734508,773.7100222587875,,,,,7.0,0.6775547197310734,-0.39968143212164114,8.0,-0.17522978209103296,0.8263945710879911,0,2,80,6623
10,18,00:41:47,75226.0,6,4,LI Shi Feng,2,殺球,1,0,1.0,9,527.0,637.0,2.0,8,104.25492173692211,299.14748956922375,,,,,8.0,-0.30097286383715394,1.4592898983378078,8.0,-0.24176791351879817,-0.9459298681112379,0,2,80,6623
10,19,00:41:48,75241.0,6,4,Kodai NARAOKA,2,接殺防守,0,0,2.0,8,507.0,400.0,2.0,1,288.31279130215154,554.0845685884121,,,,,8.0,-0.47493534239527224,-0.8219898510414092,9.0,-0.32884766494309414,1.5574252042563195,0,2,80,6623
