batch 0: Pandas(Index=0, rally_id=2, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.066525905759233, player_location_y=0.8842830930602202, opponent_location_x=-0.3679183993593016, opponent_location_y=-0.8490659150160242, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=2, roundscore_B=1)
batch 7888: Pandas(Index=7888, rally_id=2759, player=8, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.836693075905807, player_location_y=1.5055558485257088, opponent_location_x=0.2492500774685682, opponent_location_y=-0.8624524783538027, ball_round=16, set=2, match_id=33, getpoint_player=nan, roundscore_A=18, roundscore_B=12)
batch 7889: Pandas(Index=7889, rally_id=2759, player=22, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.0639206663098284, player_location_y=-1.055868190637108, opponent_location_x=0.6996549474992341, opponent_location_y=1.3452689292476354, ball_round=17, set=2, match_id=33, getpoint_player=nan, roundscore_A=18, roundscore_B=12)
batch 7890: Pandas(Index=7890, rally_id=2759, player=8, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.8146738353524987, player_location_y=0.6236245342222126, opponent_location_x=0.1224377391722787, opponent_location_y=-0.8251582193485998, ball_round=18, set=2, match_id=33, getpoint_player=nan, roundscore_A=18, roundscore_B=12)
batch 7891: Pandas(Index=7891, rally_id=2759, player=22, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.5553646605532818, player_location_y=-1.423903499258728, opponent_location_x=0.2982621464094359, opponent_location_y=1.007550412635558, ball_round=19, set=2, match_id=33, getpoint_player='A', roundscore_A=18, roundscore_B=12)
batch 7892: Pandas(Index=7892, rally_id=2764, player=8, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.1591913812382322, player_location_y=0.8954358559174592, opponent_location_x=-0.613376094580097, opponent_location_y=-0.9664862463920796, ball_round=1, set=2, match_id=33, getpoint_player=nan, roundscore_A=20, roundscore_B=15)
batch 7893: Pandas(Index=7893, rally_id=2764, player=22, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.7440318843891923, player_location_y=-0.5026236503181005, opponent_location_x=-0.0263272901386878, opponent_location_y=0.8377308865475914, ball_round=2, set=2, match_id=33, getpoint_player=nan, roundscore_A=20, roundscore_B=15)
batch 7894: Pandas(Index=7894, rally_id=2764, player=8, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=-0.4808229874956106, player_location_y=1.4125796875913412, opponent_location_x=-0.3891692840400131, opponent_location_y=-0.8389437019792405, ball_round=3, set=2, match_id=33, getpoint_player=nan, roundscore_A=20, roundscore_B=15)
batch 7895: Pandas(Index=7895, rally_id=2764, player=22, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.7017184612861522, player_location_y=-1.4808142601604668, opponent_location_x=0.1817100887670959, opponent_location_y=1.2353067210925524, ball_round=4, set=2, match_id=33, getpoint_player=nan, roundscore_A=20, roundscore_B=15)
batch 7896: Pandas(Index=7896, rally_id=2764, player=8, type=5, player_location_area=8.0, opponent_location_area=4.0, hit_area=6, player_location_x=0.3574898959435444, player_location_y=1.1236215017300388, opponent_location_x=0.9310890647938248, opponent_location_y=-1.4658675186893682, ball_round=5, set=2, match_id=33, getpoint_player=nan, roundscore_A=20, roundscore_B=15)
batch 7897: Pandas(Index=7897, rally_id=2764, player=22, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.6074525266005868, player_location_y=-0.5841559111840722, opponent_location_x=-0.5703391210034207, opponent_location_y=0.8772531468266932, ball_round=6, set=2, match_id=33, getpoint_player=nan, roundscore_A=20, roundscore_B=15)
batch 7898: Pandas(Index=7898, rally_id=2764, player=8, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.0279979580774664, player_location_y=1.014681384034125, opponent_location_x=-0.3815323500472, opponent_location_y=-0.6791056777909766, ball_round=7, set=2, match_id=33, getpoint_player=nan, roundscore_A=20, roundscore_B=15)
batch 7899: Pandas(Index=7899, rally_id=2764, player=22, type=4, player_location_area=4.0, opponent_location_area=8.0, hit_area=4, player_location_x=1.1326674501396656, player_location_y=-1.4224818451036212, opponent_location_x=0.570614586368422, opponent_location_y=1.2067943980185938, ball_round=8, set=2, match_id=33, getpoint_player='B', roundscore_A=20, roundscore_B=15)
batch 7900: Pandas(Index=7900, rally_id=2766, player=10, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.2307425017380356, player_location_y=0.8365234703534625, opponent_location_x=-0.7159604337320703, opponent_location_y=-1.1410292661186705, ball_round=1, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7901: Pandas(Index=7901, rally_id=2766, player=23, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.3655454823098545, player_location_y=-1.6175205702789774, opponent_location_x=0.1417966197028504, opponent_location_y=1.1455121520753853, ball_round=2, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7902: Pandas(Index=7902, rally_id=2766, player=10, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.1947209193242979, player_location_y=1.1455208941115078, opponent_location_x=-0.3640603037341589, opponent_location_y=-1.3104096613047012, ball_round=3, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7903: Pandas(Index=7903, rally_id=2766, player=23, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.4165181590265127, player_location_y=-0.4591693859197076, opponent_location_x=-0.1879397788263516, opponent_location_y=1.0984678608452356, ball_round=4, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7904: Pandas(Index=7904, rally_id=2766, player=10, type=3, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=0.7619464590836014, player_location_y=0.5900788218827137, opponent_location_x=-0.026234301109177, opponent_location_y=-0.7025391349781925, ball_round=5, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7905: Pandas(Index=7905, rally_id=2766, player=23, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.1011432357301393, player_location_y=-1.1878212410647415, opponent_location_x=0.5828040852296272, opponent_location_y=0.8868885702756705, ball_round=6, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7906: Pandas(Index=7906, rally_id=2766, player=10, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.0469145127556303, player_location_y=1.3860110810429365, opponent_location_x=0.1144065864768606, opponent_location_y=-1.0652306986762277, ball_round=7, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7907: Pandas(Index=7907, rally_id=2766, player=23, type=9, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=-1.2390297931267298, player_location_y=-1.491341511009697, opponent_location_x=-0.1624802912195734, opponent_location_y=1.230014148502922, ball_round=8, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7908: Pandas(Index=7908, rally_id=2766, player=10, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.6245565335385237, player_location_y=0.9615321906332271, opponent_location_x=-0.6599987516158786, opponent_location_y=-1.2380128217299369, ball_round=9, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7909: Pandas(Index=7909, rally_id=2766, player=23, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.6292855221031978, player_location_y=-0.4115159811833138, opponent_location_x=0.0738902175187553, opponent_location_y=1.010603157917225, ball_round=10, set=1, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7910: Pandas(Index=7910, rally_id=2766, player=10, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.6521991323993174, player_location_y=1.6455544839170713, opponent_location_x=-0.0557323594633352, opponent_location_y=-0.8538820518855127, ball_round=11, set=1, match_id=34, getpoint_player='A', roundscore_A=1, roundscore_B=0)
batch 7911: Pandas(Index=7911, rally_id=2774, player=10, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0516888314673746, player_location_y=0.9288675152664094, opponent_location_x=0.7510014981449624, opponent_location_y=-1.1784894319956116, ball_round=1, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7912: Pandas(Index=7912, rally_id=2774, player=23, type=9, player_location_area=4.0, opponent_location_area=8.0, hit_area=9, player_location_x=1.017007986901772, player_location_y=-1.4502445194303075, opponent_location_x=0.3535956893796421, opponent_location_y=1.145547137046961, ball_round=2, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7913: Pandas(Index=7913, rally_id=2774, player=10, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.6394428509400282, player_location_y=0.8700496052079844, opponent_location_x=0.4805798143073335, opponent_location_y=-1.2460796265654344, ball_round=3, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7914: Pandas(Index=7914, rally_id=2774, player=23, type=8, player_location_area=2.0, opponent_location_area=8.0, hit_area=2, player_location_x=1.1418651380002085, player_location_y=-0.4901436092558867, opponent_location_x=0.3644082979180061, opponent_location_y=0.8618093864306852, ball_round=4, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7915: Pandas(Index=7915, rally_id=2774, player=10, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.6584251173423394, player_location_y=1.638826450159937, opponent_location_x=0.1713931967946997, opponent_location_y=-0.8809935632955149, ball_round=5, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7916: Pandas(Index=7916, rally_id=2774, player=23, type=9, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.4188533543114957, player_location_y=-1.1213956546513584, opponent_location_x=0.4456294873196255, opponent_location_y=1.4081922540654432, ball_round=6, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7917: Pandas(Index=7917, rally_id=2774, player=10, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.4698348096960761, player_location_y=1.0188005752712062, opponent_location_x=0.5112981786574569, opponent_location_y=-1.2323240940564937, ball_round=7, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7918: Pandas(Index=7918, rally_id=2774, player=23, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.3365744476942283, player_location_y=-0.4361350676600907, opponent_location_x=-0.1183253353736532, opponent_location_y=0.9206225203995496, ball_round=8, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7919: Pandas(Index=7919, rally_id=2774, player=10, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.5837665110267349, player_location_y=0.5903486900987472, opponent_location_x=-0.0706954587386353, opponent_location_y=-0.6284402764724248, ball_round=9, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7920: Pandas(Index=7920, rally_id=2774, player=23, type=6, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.6627670183705416, player_location_y=-1.4083519227756731, opponent_location_x=0.0266048049374489, opponent_location_y=0.9617663419198952, ball_round=10, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7921: Pandas(Index=7921, rally_id=2774, player=10, type=5, player_location_area=8.0, opponent_location_area=9.0, hit_area=6, player_location_x=0.0655259673873958, player_location_y=1.1377053417932732, opponent_location_x=-0.6236989935587665, opponent_location_y=-1.4231259174247737, ball_round=11, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7922: Pandas(Index=7922, rally_id=2774, player=23, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.7703142842741919, player_location_y=-0.564307208864335, opponent_location_x=-0.1752721328886945, opponent_location_y=1.1532310727358013, ball_round=12, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7923: Pandas(Index=7923, rally_id=2774, player=10, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.8438783692393949, player_location_y=0.5653029854200996, opponent_location_x=-0.7221044406920686, opponent_location_y=-0.6007464797064355, ball_round=13, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7924: Pandas(Index=7924, rally_id=2774, player=23, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.1363413224393178, player_location_y=-1.3711462634507343, opponent_location_x=0.0201844895947749, opponent_location_y=0.9944074523804604, ball_round=14, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7925: Pandas(Index=7925, rally_id=2774, player=10, type=9, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=1.114903323414307, player_location_y=1.6056343820241636, opponent_location_x=0.0304155055417247, opponent_location_y=-1.1597966028230202, ball_round=15, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7926: Pandas(Index=7926, rally_id=2774, player=23, type=8, player_location_area=6.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.9843148055945652, player_location_y=-0.6339391129475208, opponent_location_x=0.5360789975183531, opponent_location_y=1.215054956903569, ball_round=16, set=1, match_id=34, getpoint_player=nan, roundscore_A=6, roundscore_B=3)
batch 7927: Pandas(Index=7927, rally_id=2774, player=10, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.7623136323360771, player_location_y=1.598261659830823, opponent_location_x=0.1913178860714189, opponent_location_y=-1.0522967702741937, ball_round=17, set=1, match_id=34, getpoint_player='A', roundscore_A=6, roundscore_B=3)
batch 7928: Pandas(Index=7928, rally_id=2790, player=10, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0395208397800922, player_location_y=0.9122831537383268, opponent_location_x=0.7204935413264199, opponent_location_y=-1.0962236123616904, ball_round=1, set=1, match_id=34, getpoint_player=nan, roundscore_A=13, roundscore_B=12)
batch 7929: Pandas(Index=7929, rally_id=2790, player=23, type=4, player_location_area=4.0, opponent_location_area=8.0, hit_area=4, player_location_x=1.239625161501557, player_location_y=-1.4227908776675466, opponent_location_x=0.3557425626419602, opponent_location_y=1.2073394816750926, ball_round=2, set=1, match_id=34, getpoint_player=nan, roundscore_A=13, roundscore_B=12)
batch 7930: Pandas(Index=7930, rally_id=2790, player=10, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.601038370194084, player_location_y=1.1455880096304334, opponent_location_x=0.7968223810760947, opponent_location_y=-1.1650240592850605, ball_round=3, set=1, match_id=34, getpoint_player=nan, roundscore_A=13, roundscore_B=12)
batch 7931: Pandas(Index=7931, rally_id=2790, player=23, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.0747529898912327, player_location_y=-0.9982018106103728, opponent_location_x=0.3069190812436981, opponent_location_y=1.1377395141438746, ball_round=4, set=1, match_id=34, getpoint_player=nan, roundscore_A=13, roundscore_B=12)
batch 7932: Pandas(Index=7932, rally_id=2790, player=10, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.070954023218318, player_location_y=1.1610374563285095, opponent_location_x=-0.7702413640486999, opponent_location_y=-1.1406612851763305, ball_round=5, set=1, match_id=34, getpoint_player='B', roundscore_A=13, roundscore_B=12)
batch 7933: Pandas(Index=7933, rally_id=2792, player=23, type=10, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.1312969838478202, player_location_y=-1.1331014973479976, opponent_location_x=-0.7924682818089125, opponent_location_y=1.2373198464045434, ball_round=1, set=1, match_id=34, getpoint_player=nan, roundscore_A=14, roundscore_B=13)
batch 7934: Pandas(Index=7934, rally_id=2792, player=10, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.5838155423487709, player_location_y=1.7490436139866583, opponent_location_x=-0.1866634069736166, opponent_location_y=-1.0632639592037647, ball_round=2, set=1, match_id=34, getpoint_player='A', roundscore_A=14, roundscore_B=13)
batch 7935: Pandas(Index=7935, rally_id=2799, player=10, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.2406531698998272, player_location_y=1.0347551315993766, opponent_location_x=-0.5857258890699425, opponent_location_y=-1.0338865381281448, ball_round=1, set=1, match_id=34, getpoint_player=nan, roundscore_A=21, roundscore_B=13)
batch 7936: Pandas(Index=7936, rally_id=2799, player=23, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.6740713154795596, player_location_y=-0.5408221546045331, opponent_location_x=0.1152111049853709, opponent_location_y=1.0347764933721753, ball_round=2, set=1, match_id=34, getpoint_player=nan, roundscore_A=21, roundscore_B=13)
batch 7937: Pandas(Index=7937, rally_id=2799, player=10, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.7965317322945031, player_location_y=0.463753114868244, opponent_location_x=-0.4400681826682401, opponent_location_y=-0.6755608558647092, ball_round=3, set=1, match_id=34, getpoint_player=nan, roundscore_A=21, roundscore_B=13)
batch 7938: Pandas(Index=7938, rally_id=2799, player=23, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.377083372764677, player_location_y=-1.468737702871791, opponent_location_x=0.1154151783085201, opponent_location_y=1.026733475817548, ball_round=4, set=1, match_id=34, getpoint_player=nan, roundscore_A=21, roundscore_B=13)
batch 7939: Pandas(Index=7939, rally_id=2799, player=10, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.1320117439496845, player_location_y=1.074720661582764, opponent_location_x=-0.416353589801579, opponent_location_y=-1.0216452658319115, ball_round=5, set=1, match_id=34, getpoint_player='A', roundscore_A=21, roundscore_B=13)
batch 7940: Pandas(Index=7940, rally_id=2800, player=23, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.2155519097922085, player_location_y=-0.943685327717351, opponent_location_x=0.7167550354522123, opponent_location_y=1.058738565839178, ball_round=1, set=2, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7941: Pandas(Index=7941, rally_id=2800, player=10, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.6515157573890166, player_location_y=0.6799531774409342, opponent_location_x=-0.0860743022109623, opponent_location_y=-0.931403898530116, ball_round=2, set=2, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7942: Pandas(Index=7942, rally_id=2800, player=23, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.7216383927417996, player_location_y=-0.4293426478115674, opponent_location_x=0.5169281801245691, opponent_location_y=0.8701314802777661, ball_round=3, set=2, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7943: Pandas(Index=7943, rally_id=2800, player=10, type=3, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.5423575635914295, player_location_y=0.4705766807413649, opponent_location_x=0.2656379104428481, opponent_location_y=-0.7666906446725852, ball_round=4, set=2, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7944: Pandas(Index=7944, rally_id=2800, player=23, type=4, player_location_area=8.0, opponent_location_area=7.0, hit_area=8, player_location_x=0.1664720620294147, player_location_y=-0.9855403761244292, opponent_location_x=0.4914136350374476, opponent_location_y=0.6355866114868233, ball_round=5, set=2, match_id=34, getpoint_player=nan, roundscore_A=1, roundscore_B=0)
batch 7945: Pandas(Index=7945, rally_id=2800, player=10, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.5691899945113823, player_location_y=1.1063783625686952, opponent_location_x=0.1226828906375106, opponent_location_y=-1.092269542968835, ball_round=6, set=2, match_id=34, getpoint_player='A', roundscore_A=1, roundscore_B=0)
batch 7946: Pandas(Index=7946, rally_id=2809, player=10, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.2670915552748769, player_location_y=-0.865486869352344, opponent_location_x=0.5753219784639948, opponent_location_y=1.1688991249515048, ball_round=1, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7947: Pandas(Index=7947, rally_id=2809, player=23, type=8, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.5485071122669072, player_location_y=0.7849401337515817, opponent_location_x=-0.2200641325562877, opponent_location_y=-0.7639583466716502, ball_round=2, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7948: Pandas(Index=7948, rally_id=2809, player=10, type=9, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.377998713926926, player_location_y=-1.2453541160733892, opponent_location_x=0.3618544579777445, opponent_location_y=1.1063687070866457, ball_round=3, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7949: Pandas(Index=7949, rally_id=2809, player=23, type=7, player_location_area=8.0, opponent_location_area=9.0, hit_area=6, player_location_x=-0.403843435300053, player_location_y=1.026834554171506, opponent_location_x=0.5119913385196373, opponent_location_y=-1.3739481651366454, ball_round=4, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7950: Pandas(Index=7950, rally_id=2809, player=10, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.6924047910076647, player_location_y=-0.4931888736992761, opponent_location_x=-0.2814648224794281, opponent_location_y=1.1298529209667485, ball_round=5, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7951: Pandas(Index=7951, rally_id=2809, player=23, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.5874418781773919, player_location_y=0.6101671962958211, opponent_location_x=-0.489351453444911, opponent_location_y=-0.6262581926273318, ball_round=6, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7952: Pandas(Index=7952, rally_id=2809, player=10, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.0989084340987446, player_location_y=-1.516627961442575, opponent_location_x=0.1550250639736754, opponent_location_y=1.098475642220454, ball_round=7, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7953: Pandas(Index=7953, rally_id=2809, player=23, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.2951356149722202, player_location_y=1.1377378460401986, opponent_location_x=0.0641145477474031, opponent_location_y=-1.3419828377550451, ball_round=8, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7954: Pandas(Index=7954, rally_id=2809, player=10, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.0711219243760352, player_location_y=-1.4128424462936782, opponent_location_x=0.1567638941723891, opponent_location_y=1.0427953316018594, ball_round=9, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7955: Pandas(Index=7955, rally_id=2809, player=23, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=-0.4321783657512589, player_location_y=1.1686616389766324, opponent_location_x=-0.211494409699756, opponent_location_y=-1.171884405769274, ball_round=10, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7956: Pandas(Index=7956, rally_id=2809, player=10, type=9, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=-1.2638518042883309, player_location_y=-1.432732201115633, opponent_location_x=-0.2694836366397429, opponent_location_y=1.1376579168047936, ball_round=11, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7957: Pandas(Index=7957, rally_id=2809, player=23, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.5700630313194374, player_location_y=0.7502919896399879, opponent_location_x=-0.8546874339816309, opponent_location_y=-1.2227208410810164, ball_round=12, set=2, match_id=34, getpoint_player=nan, roundscore_A=8, roundscore_B=2)
batch 7958: Pandas(Index=7958, rally_id=2809, player=10, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.3283240698654525, player_location_y=-0.4012941269718701, opponent_location_x=0.0890193488279776, opponent_location_y=0.8620004485517244, ball_round=13, set=2, match_id=34, getpoint_player='B', roundscore_A=8, roundscore_B=2)
batch 7959: Pandas(Index=7959, rally_id=2811, player=23, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0577702440305313, player_location_y=0.953595258346328, opponent_location_x=0.7533921822708398, opponent_location_y=-1.0291442260300132, ball_round=1, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
batch 7960: Pandas(Index=7960, rally_id=2811, player=10, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.7848946929056846, player_location_y=-0.5600732230973046, opponent_location_x=0.1894679199528049, opponent_location_y=0.9617025665244784, ball_round=2, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
batch 7961: Pandas(Index=7961, rally_id=2811, player=23, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.6277449108426028, player_location_y=0.5262055853129007, opponent_location_x=0.4003931007207487, opponent_location_y=-0.7674487047679017, ball_round=3, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
batch 7962: Pandas(Index=7962, rally_id=2811, player=10, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.6534960142845164, player_location_y=-1.4474534941335062, opponent_location_x=0.2280403158876677, opponent_location_y=1.0507945548793238, ball_round=4, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
batch 7963: Pandas(Index=7963, rally_id=2811, player=23, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.8093956888266939, player_location_y=1.082639415723318, opponent_location_x=0.3348420751542891, opponent_location_y=-1.3439786611101023, ball_round=5, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
batch 7964: Pandas(Index=7964, rally_id=2811, player=10, type=8, player_location_area=6.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.946263372814918, player_location_y=-0.5608787639031944, opponent_location_x=0.4613083004187945, opponent_location_y=1.0427508743142069, ball_round=6, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
batch 7965: Pandas(Index=7965, rally_id=2811, player=23, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.7355359849229435, player_location_y=1.5913823514594838, opponent_location_x=0.2542830781984219, opponent_location_y=-0.8685808167319952, ball_round=7, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
batch 7966: Pandas(Index=7966, rally_id=2811, player=10, type=6, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.6165355719498665, player_location_y=-1.4377022601936844, opponent_location_x=0.1637891553937827, opponent_location_y=1.1919347516008525, ball_round=8, set=2, match_id=34, getpoint_player=nan, roundscore_A=9, roundscore_B=3)
